count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,1,2,0,1,"Almost everyone I met in [LOCATION] was absolute trash. And if they support a republican government, I hope they fucking die."
3,0,3,0,1,Runnin' so much game I fuck around &amp; lap a bitch..
3,0,3,0,1,&8220;@USER: Imma pull up on you eat on that pussy and dip&8221;
3,0,0,3,2,RT @USER: Uh oh: [LOCATION] solar plant fries thousands of birds in mid-flight - Hot Air URL
3,0,2,1,1,RT @USER: When a hoe get outta line featuring @USER cat URL
3,0,3,0,1,Smoking Brooklyn got me high as giraffe pussy
3,0,3,0,1,RT @USER: &8220;@USER: Give us our credit bitch.. We went out there &amp; took that W. URL @USER took tha&8230;
3,0,3,0,1,bitches love [PERSON][PERSON] so I guess I'll wear [PERSON] [PERSON][PERSON] &128527;&128514;
3,2,1,0,0,RT @USER: Well maybe you're a whore you stupid ugly homeless bitch
3,0,1,2,2,"@USER @USER Hey @USER why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now [PERSON][PERSON]rown"
3,0,3,0,1,Fuck with us you know we tweakin hoe
3,0,3,0,1,RT @USER: IfSheCantSuckTheDickRight slap it on her forehead.. The bitch needs a spankin.. discipline her ass &128514;&995;
3,1,0,2,2,"Don't dance, [PERSON][PERSON]. It's trash just like your music."
3,0,3,0,1,RT @USER: &8220;@USER: &8220;@USER: RT &8220;@USER: *hits blunt* URL &8221;&8221; this hoe thought she was so dee&8230;
3,0,3,0,1,I wish [PERSON] [PERSON]hug made past me the hookah and kept garbage ass tyga out that bitch
3,0,2,1,1,&8220;@USER: &8220;@USER: @USER @USER you tweaking rich homie is trash&8221; you damn near still listen to lil b&8221; wow &128553;
3,0,0,3,2,Funny thing is..it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.
3,0,3,0,1,RT @USER: &8220;@USER: @USER it's a sleepover? Can I come robe?&8221; Only if that bitch silk.. &128541;
3,0,3,0,1,"&128514;&128514;&128514; RT@USER: ""bitch i know you got games on your phone"" URL"
3,0,3,0,1,RT @USER: that shit's for the birds
3,0,3,0,1,@USER im not a nigglet &128532;
3,0,3,0,1,"If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"
3,0,3,0,1,RT @USER: &8220;@USER: Dumb bitches are one thing that'll never become extinct..&8221; That's real
3,1,2,0,1,@USER fuck u u dumb ass bitch hoe
9,0,9,0,1,Dirty pop on the counter bitch dirty in it
3,0,3,0,1,[PERSON][PERSON] lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that URL
3,0,0,3,2,"RT @USER: Even though a bird can fly, it must land on earth."
3,0,3,0,1,@USER bitch yu not safe! URL
3,0,3,0,1,That bitch a tha tha
3,0,0,3,2,"""Brownies for my brownie"" I love this movie. &128517;"
3,0,3,0,1,RT @USER: 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy URL
3,0,3,0,1,[PERSON][PERSON]ie scared thenna bitch
3,0,1,2,2,RT @USER: [LOCATION] [LOCATION] is still trash
3,0,2,1,1,@USER teabaggers are anti American. Hows it feel to hate your country?
3,0,3,0,1,RT @USER: her pussy stay wet when shes around me gotta lick it till she wetter then never before
6,1,5,0,1,@USER &128514;&128514;&128514;&128553;&996;&65039; my bad bitch im logged in on everybody shit
3,0,3,0,1,"There's dudes on twitter who have no respect for their dick.You know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?"
3,0,3,0,1,Money can't buy you love so I don't pay for no pussy
3,0,2,1,1,"No sleep, sleep is for pussies."
3,0,0,3,2,RT @USER: Does anyone know of a good pet sitter in [LOCATION][LOCATION]/[LOCATION] [LOCATION]? Specifically cats &amp; birds. Thanks! CLEpets neo clevelan&8230;
3,0,0,3,2,RT @USER: New avi thanks to b Oreo
3,0,3,0,1,Damn they act like [PERSON][PERSON] tore his ACL! Toughen up bitch! [PERSON]l
6,1,2,3,2,@USER home coon
3,0,3,0,1,If I smoke with ya bitch its over
6,0,6,0,1,I can't with this disrespect ass bitches
3,0,3,0,1,Girls the days be confused hoes ain't nobody got time fo that !
3,0,1,2,2,@USER @USER You guys don't get evolution do you? You only share a common ancestor with apes.
3,1,2,0,1,RT @USER: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&8230;
9,4,5,0,1,RT @USER: Happy birthday to my little ass cousin who doesn't remember who I am @USER hope it's a good one fag !
3,1,2,0,1,Halloween is a hoe holiday
3,0,3,0,1,@USER I kinda figured a lil bit when u said bitch u cute
3,0,3,0,1,"RT @USER: ""She still a bitch"" RT @USER: Lol so what do you tweet if you lose?"
3,1,2,0,1,"@USER pretty sure you meant flight and not flite, dumb ass cracker."
3,2,1,0,0,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -[PERSON] [PERSON][PERSON]"
3,0,3,0,1,"Man if a bad washington heights chick on [PERSON]yckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin"
3,0,0,3,2,Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;
6,1,5,0,1,[PERSON] fire that shit up hoe
3,0,3,0,1,RT @USER: &128525; &8220;@USER: Crazy things about the pussy that you should know &128520;&128520; Make sure u know &128073;&128073; URL &128072;&128072; URL
3,1,2,0,1,&8220;@USER: @USER ur seriously a fag&8221;don't hate
3,0,3,0,1,Switcharoo yo hoe!
3,2,1,0,0,"I wasn't calling you a faggot, but you are one lol."
3,0,3,0,1,1 baby Momma no bitch no wife like PAC u need a thug in ya life
3,0,3,0,1,"Holy fuck. White bitch with ""4 baby daddy"" straight goes ""who uses condoms anyways"" Bitch maybe you should so you'd stay outta the clinic!"
3,0,3,0,1,It's out b day bitches!!&128540;&128540; @USER URL
3,0,3,0,1,@USER ima call you of a different number cuz moms still on sum hoe shit
3,0,3,0,1,"""@USER: On my way to fuck your bitch URL LMFAO KITTYCOPTER"
3,0,3,0,1,Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side [LOCATION] has hott bitches
3,0,3,0,1,"@USER I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh"
3,0,3,0,1,RT @USER: @USER yea dem hoes crazy
3,0,2,1,1,' I'm that niggah you can show out in public babbyy &1041191;&1043215; lol
3,0,3,0,1,@USER lemme cheer you up bitch
3,0,3,0,1,ow my stomach hurts like a bitch
3,0,0,3,2,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one."
3,0,3,0,1,[PERSON] [PERSON] such a got damn bitch man
4,0,0,4,2,"URL now works on fancy telephones, so I am told. I have a clam phone that I call [PERSON]. [PERSON][PERSON] that only ""texts"" and ""phones""."
3,0,3,0,1,Even gtta AK sittn at my bitch house
6,0,6,0,1,RT @USER: &8220;@USER: @USER @USER iont Like yall always talking. Not even tryna be funny thou rns&8221;&128514;&128514;&128514;&128514; bitch I do&8230;
3,1,2,0,1,@USER you wish niggah!!
3,0,3,0,1,I think you've made it clear that these hoes ain't loyal
6,0,6,0,1,How's work bitch @USER
3,0,3,0,1,Only for one reason cause a bitch wont go gay . If your name nt smurf . I see noone
3,0,3,0,1,Don't let this natural hair care shit fool you. Some of you hoes need a perm.
3,0,3,0,1,@USER you're a bitch
3,0,1,2,2,@USER I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game
3,0,3,0,1,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh Preach
3,0,1,2,2,The redskins should change their name to the injuns
3,0,3,0,1,RT @USER: Oh I would've stood up!! Fall back hoe
3,0,0,3,2,"Yankees take all three games in MoTown, I'm callin' it!! MLB"
3,2,1,0,0,dem niggas ca have them white hoes.. I love my beautiful black sistas..
6,0,6,0,1,"RT @USER: Give me three wishes I wish, I wish, I wish, you would bitch"
3,1,2,0,1,"""@USER: Wow. RT @USER I'm lost. Are those buttcheek piercings? URL yeah she's a hoe"
3,0,3,0,1,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. fuckgm"
3,0,3,0,1,"If my anger materialized, it would be a fucking atom bomb to blow this bitch up."
3,0,3,0,1,Ya bitch wnna ride with me
3,0,3,0,1,"I ain't trying to fuck, bitch. I just want wings."
3,1,2,0,1,When my right hand get out niggas gon remember why we tru loyal pussy
6,0,6,0,1,"I got 99 problems and a bitch ain't one.. She's all 99, I think I need a sub machine gun gratata"
3,0,3,0,1,Stfu hoe &128079;&128524;
3,3,0,0,0,@USER your picture makes you look like a serious fag. justsayin lol
3,0,3,0,1,"@USER I don't fight or want to fight bitches who don't know who the fuck I am. Fuck I look like doing that? Nigga, PLEASE!"
3,1,2,0,1,"RT @USER: I hate ""I'm my own WCW"" ass bitches &58382;"
3,0,3,0,1,RT @USER: Latina pussy be like URL
3,0,3,0,1,"RT @USER: LOL favorite line tho --&gt; RT @USER You say no to ratchet pussy, juicy j cant."
3,0,3,0,1,"[LOCATION]: so Watcha been up to at college Me: fuckin bitches &amp; stuff, ya know [LOCATION]: alright seriously &128533; @USER IChooseToBeAbstinent"
3,0,3,0,1,"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer."
3,0,3,0,1,RT @USER: momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches &128514;
6,0,6,0,1,Lebron Warm up jacket full then a bitch
3,1,2,0,1,RT @USER: &8220;@USER: @USER Knocked that bitch soul out her body lol&8221; aha bruh cocked back an fired on that bitch
3,0,3,0,1,Boss ass bitch remix &128514;&128514;&128557; URL
6,0,6,0,1,"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""
3,0,3,0,1,You bitches are crazy
3,0,3,0,1,I don't need no savin' I need to get fucking high and get some pussy.
3,0,3,0,1,They should free all da real niccas n give the snitches da time
3,0,1,2,2,RT @USER: Yanks walk off win &128591;
6,0,6,0,1,RT @USER: you used to be the shit but now you ain't shit bitch
3,0,3,0,1,"&8220;@USER: @USER @USER @USER lmfaoo, bitch don't start.&8221; Okay bitch"
3,0,3,0,1,Nah we still up. RT @USER: All the flat booty bitches asleep yet or Nah?
3,0,3,0,1,RT @USER: You hoes ain't worth losing sleep over
3,0,1,2,2,[PERSON][PERSON] [PERSON] looks like a homeless guy that won a contest. Yankees
3,1,2,0,1,My niccas was too Real fa these Streets RIP Ike Free Nwax URL
6,1,5,0,1,I been goin thru some shit from my niggas to my bitch they lookin like they wanna switch
3,0,1,2,2,im wearing a sweater and it's ike 80 degrees in my house
3,0,0,3,2,"@USER BlessJes[PERSON] [PERSON] 3:3 Can two walk together, unless they are agreed? DifferentLevels"
3,0,3,0,1,@USER too bad bitch! You in this shit forever &128123;&128520;
3,0,3,0,1,RT @USER: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&8230;
3,0,3,0,1,RT @USER: [PERSON]ruh this bitch is possessed by the thot demon URL
3,0,3,0,1,Litterally can't wait for this weekend with my bad bitches &128527;
3,0,3,0,1,@USER oh wow the bitch is bitching again niggasuprized
3,0,3,0,1,"RT @USER: Never trust a ""y'all so cute"" ass bitch &128554; they just waiting to strike"
3,0,0,3,2,RT @USER: [PERSON] is so cute like look at him all excited because he got Oreos URL
3,0,1,2,2,"""You hit no lights, no line for toco bell at 2 in he morning, and [PERSON]'s back in her house. It's a miracle"" - [PERSON] @USER"
3,0,0,3,2,&9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &9733; 718-622-0221 - 24 URL
3,0,3,0,1,"RT @USER: If I see a bitch walking around wearing what [PERSON][PERSON][PERSON] had on ima grab a titty and hoe I dare you to get mad, we can fight ab&8230;"
3,0,3,0,1,@USER lmao fucking bitch ima whoop you like a did yesterday but I'm trying to update the roster you down?
3,0,3,0,1,"RT @USER: You can't be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not &8230;"
3,0,3,0,1,"""@USER: Can't worry about a bitch that ain't worried bout me"" real"
3,0,3,0,1,"RT @USER: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" URL"
3,0,3,0,1,RT @USER: @USER @USER yeah Texans are so much better you fucking retard
3,0,2,1,1,"RT @USER: [PERSON][PERSON] [PERSON]: ""I'm the Princess of the ROC"" [PERSON][PERSON][PERSON]: ""y'all get a good pic cause this bitch ain't gone be here long"" URL"
3,2,1,0,0,It's a lot of Uncle [PERSON] ass niggas out here.
3,0,3,0,1,@USER make weed legal you pussy you know you smoke that shit
3,0,2,1,1,"""@USER: [LOCATION] shake is just an excuse to go full retard for 30 seconds."""
3,0,3,0,1,RT @USER: @USER @USER they renamed that bitch the yacht club
3,0,3,0,1,"RT @USER: [PERSON][PERSON], you conceited bitch I might be 'Cause my chain so bright, [PERSON] [PERSON] might see"
3,0,2,1,1,@USER Fuck the Yankees
6,0,6,0,1,@USER bet hoe
9,3,0,6,2,RT @USER: [LOCATION]. GOP Gov.-elect [PERSON] [PERSON]: No driver's licenses for illegal aliens ==&gt; URL NoAmnesty
3,0,3,0,1,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty. Studio"
3,0,3,0,1,@USER @USER I blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan
3,0,3,0,1,idgaf bout no basic bitch
3,0,3,0,1,RT @USER: Y'all so trash @USER
3,0,2,1,1,@USER do you mean you were too distracted by being a bitch ? :))
3,1,2,0,1,@USER @USER I'll continue dis later. I'll be back bitch.
3,0,0,3,2,Jihadis identify a man from [LOCATION] as the one who carried a massive suicide bombing on [LOCATION][LOCATION][LOCATION][LOCATION] camp [LOCATION] URL
3,1,2,0,1,RT @USER: [PERSON] [PERSON][PERSON] is the realest nigga alive URL
3,0,3,0,1,RT @USER: That hoe [PERSON][PERSON][PERSON]h got the fuckin NERVE
3,0,3,0,1,Omg fuck these bitches basedgod
6,0,6,0,1,RT @USER: this bitch at the mall shaped like mr. incredible URL
3,0,1,2,2,"After seeing Kansas play [PERSON] a couple weeks ago, I could tell you I'm surprised that [PERSON] [PERSON][PERSON] has been let go..but I'm not."
3,1,2,0,1,But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.
3,0,3,0,1,"RT @USER: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" [PERSON]Way .."
3,0,3,0,1,What's that makeup called on your cheeks? I call it bitch spots lmao
3,0,3,0,1,@USER @USER bitch you didn't feed me. You asked my to buy you a burger &128514;&128514;&128128;
9,6,3,0,0,"@USER @USER don't forget nappy headed, butt ugly bitch, who's married to a Muslim"
6,0,6,0,1,*pregnant crazy bitch wus the answer we were looking for..
3,1,2,0,1,Cute buff guy walked in and then he opened his mouth and he was a flipping retard &128529;&128530;
3,0,0,3,2,RT @USER: The Man Who Captured [PERSON][PERSON][PERSON] [PERSON][PERSON][PERSON][PERSON] Was Wearing A Yankees Cap: URL
3,0,3,0,1,RT @USER: Your pussy must not pop severely &8220;@USER: But Im single &128514; URL
3,0,3,0,1,@USER on sale ass hoes
3,0,3,0,1,@USER grow a pair pussy
3,0,3,0,1,@USER @USER whatta you fags doin?
3,0,3,0,1,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. crw"
3,0,3,0,1,"Yo daddy is a bitch, you jus a son of that boyy.."
3,1,2,0,1,RT @USER: [PERSON] [PERSON][PERSON] got traded and then they waived him the very next day.. a nigger can't keep a job
3,1,2,0,1,@USER you a fucking wigger so stfu
3,1,2,0,1,RT @USER: Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&8230;
3,0,0,3,2,@USER [PERSON] PLEASE STOP. from 1 ole fart 2 another..
3,0,3,0,1,@USER @USER @USER @USER fuck off bitch.
3,0,3,0,1,"RT @USER: Legendary year. RT @USER: Speaking of '09, that years pussy was phenomenal."
3,0,3,0,1,"I hate when bitches ""been thinking"" smh"
3,1,2,0,1,@USER yea I listen to that hoe when I wake up
9,0,9,0,1,"@USER Spurs bitch that's the team, you dont want no problems"
3,0,3,0,1,Any where the $$ at is where the pussy go..
3,1,2,0,1,"@USER lmao, your just a dumb hoe that budden made popular, please stop, your irrelevant and no one cares about you slut."
3,0,3,0,1,RT @USER: @USER got all the bitches URL
3,0,3,0,1,"You ever dream about fucking a chick, fuck her in real life then the pussy was better in the dream?"
3,0,2,1,1,@USER some scandalous hoes then!! Lmao
3,1,2,0,1,RT @USER: &8220;@USER: On boys im a retard sometimes&8221; all the time *
3,0,3,0,1,Nobody is going to say anything about how unloyal [PERSON]'s side bitch is?
3,0,0,3,2,@USER keep in shape for the ski slopes
3,0,3,0,1,"RT @USER: Good morning to you, too, sunshine! RT @USER: @USER dirty bitch"
